address,lat,lng,location_type
5214 Raymond Rd,43.032374,-89.46954,ROOFTOP
5306 Raymond Rd,43.032345,-89.4712009,ROOFTOP
5402 Raymond Rd,43.032292,-89.471943,ROOFTOP
5406 Raymond Rd,43.032293,-89.472271,ROOFTOP
5610 Raymond Rd,43.032268,-89.476017,ROOFTOP
1313 Reetz Rd,43.0381,-89.460515,ROOFTOP
1317 Reetz Rd,43.037894,-89.460513,ROOFTOP
1321 Reetz Rd,43.037688,-89.460511,ROOFTOP
1401 Reetz Rd,43.037482,-89.460507,ROOFTOP
1417 Reetz Rd,43.036661,-89.460499,ROOFTOP
1501 Reetz Rd,43.036454,-89.460494,ROOFTOP
1505 Reetz Rd,43.036248,-89.460494,ROOFTOP
1509 Reetz Rd,43.036042,-89.460489,ROOFTOP
1718 Reetz Rd,43.034126,-89.46186,ROOFTOP
1818 Reetz Rd,43.033428,-89.461974,ROOFTOP
1902 Reetz Rd,43.033236,-89.4619869,ROOFTOP
1909 Reetz Rd,43.033073,-89.4613,ROOFTOP
1910 Reetz Rd,43.032995,-89.461921,ROOFTOP
1913 Reetz Rd,43.032932,-89.461305,ROOFTOP
1917 Reetz Rd,43.03279,-89.461304,ROOFTOP
5301 Russett Rd,43.033195,-89.469388,ROOFTOP
5318 Russett Rd,43.03347,-89.470848,ROOFTOP
5326 Russett Rd,43.033473,-89.471596,ROOFTOP
5409 Russett Rd,43.03276,-89.47272,ROOFTOP
5410 Russett Rd,43.033383,-89.472696,ROOFTOP
5509 Russett Rd,43.032705,-89.47448,ROOFTOP
5605 Russett Rd,43.032711,-89.475626,ROOFTOP
5613 Russett Rd,43.032715,-89.4764019,ROOFTOP
1403 Stemp Ter,43.037796,-89.463855,ROOFTOP
1409 Stemp Ter,43.037216,-89.463804,ROOFTOP
1410 Stemp Ter,43.037366,-89.464658,ROOFTOP
5201 Tolman Ter,43.0365279,-89.4687579,ROOFTOP
5202 Tolman Ter,43.037132,-89.4686399,ROOFTOP
5205 Tolman Ter,43.0367307,-89.4692688,ROOFTOP
5209 Tolman Ter,43.036525,-89.469583,ROOFTOP
5210 Tolman Ter,43.0371359,-89.469381,ROOFTOP
5214 Tolman Ter,43.037139,-89.469752,ROOFTOP
5218 Tolman Ter,43.037141,-89.470127,ROOFTOP
5301 Tolman Ter,43.03653,-89.470384,ROOFTOP
5306 Tolman Ter,43.037146,-89.470877,ROOFTOP
5309 Tolman Ter,43.036535,-89.471188,ROOFTOP
5313 Tolman Ter,43.036538,-89.471591,ROOFTOP
5314 Tolman Ter,43.0371499,-89.471627,ROOFTOP
5402 Tolman Ter,43.037153,-89.472001,ROOFTOP
5406 Tolman Ter,43.037155,-89.472374,ROOFTOP
5410 Tolman Ter,43.037158,-89.472747,ROOFTOP
5414 Tolman Ter,43.03716,-89.473123,ROOFTOP
5510 Tolman Ter,43.037134,-89.474608,ROOFTOP
5517 Tolman Ter,43.036557,-89.4753659,ROOFTOP
5522 Tolman Ter,43.037137,-89.475733,ROOFTOP
5602 Tolman Ter,43.037138,-89.476105,ROOFTOP
5606 Tolman Ter,43.037139,-89.476474,ROOFTOP
5610 Tolman Ter,43.03714,-89.476849,ROOFTOP
5613 Tolman Ter,43.036562,-89.47723,ROOFTOP
5701 Tolman Ter,43.036565,-89.478021,ROOFTOP
5710 Tolman Ter,43.037149,-89.478763,ROOFTOP
5713 Tolman Ter,43.036574,-89.479146,ROOFTOP
5805 Tolman Ter,43.036582,-89.480271,ROOFTOP
5806 Tolman Ter,43.037188,-89.480259,ROOFTOP
5810 Tolman Ter,43.0371442,-89.4807102,ROOFTOP
5821 Tolman Ter,43.036724,-89.481913,ROOFTOP
5914 Tolman Ter,43.038334,-89.482477,ROOFTOP
5918 Tolman Ter,43.038329,-89.483205,ROOFTOP
5110 Whitcomb Dr,43.041191,-89.466054,ROOFTOP
5118 Whitcomb Dr,43.041238,-89.466484,ROOFTOP
5126 Whitcomb Dr,43.041282,-89.466893,ROOFTOP
5137 Whitcomb Dr,43.040453,-89.467561,ROOFTOP
5145 Whitcomb Dr,43.040459,-89.46796,ROOFTOP
5153 Whitcomb Dr,43.040469,-89.468751,ROOFTOP
5158 Whitcomb Dr,43.041271,-89.46848,ROOFTOP
5210 Whitcomb Dr,43.041286,-89.4703059,ROOFTOP
5305 Whitcomb Dr,43.040479,-89.471198,ROOFTOP
5313 Whitcomb Dr,43.04048,-89.471656,ROOFTOP
5410 Whitcomb Dr,43.041488,-89.472743,ROOFTOP
1410 S Whitney Way,43.037614,-89.4780059,ROOFTOP
1601 S Whitney Way,43.035575,-89.477245,ROOFTOP
1726 Wicklow Way,43.033588,-89.465352,ROOFTOP
1 Abilene Ct,43.018234,-89.511555,ROOFTOP
5 Abilene Ct,43.018339,-89.511276,ROOFTOP
6 Abilene Ct,43.018598,-89.511399,ROOFTOP
2 Alamosa Ct,43.0177391,-89.5098162,ROOFTOP
5 Alamosa Ct,43.0179693,-89.5093933,ROOFTOP
6 Alamosa Ct,43.0179736,-89.5097831,ROOFTOP
10 Alamosa Ct,43.018222,-89.509775,ROOFTOP
5 Berkley Cir,43.0249529,-89.510852,ROOFTOP
9 Berkley Cir,43.024919,-89.510494,ROOFTOP
14 Berkley Cir,43.025205,-89.509879,ROOFTOP
15 Berkley Cir,43.024923,-89.510039,ROOFTOP
2401 Berkley Dr,43.025842,-89.509688,ROOFTOP
2405 Berkley Dr,43.025828,-89.509966,ROOFTOP
2410 Berkley Dr,43.026098,-89.510828,ROOFTOP
2413 Berkley Dr,43.025645,-89.510447,ROOFTOP
2414 Berkley Dr,43.025949,-89.511035,ROOFTOP
2417 Berkley Dr,43.0255,-89.510649,ROOFTOP
2418 Berkley Dr,43.025809,-89.51123,ROOFTOP
2502 Berkley Dr,43.025669,-89.511425,ROOFTOP
2505 Berkley Dr,43.025227,-89.511049,ROOFTOP
2509 Berkley Dr,43.025082,-89.51128,ROOFTOP
2510 Berkley Dr,43.025386,-89.511833,ROOFTOP
2513 Berkley Dr,43.024875,-89.511376,ROOFTOP
2518 Berkley Dr,43.024944,-89.512232,ROOFTOP
6 Bernwick Cir,43.025373,-89.50604,ROOFTOP
13 Bernwick Cir,43.02509,-89.506366,ROOFTOP
14 Bernwick Cir,43.025196,-89.506606,ROOFTOP
7101 Brindley Cir,43.023164,-89.505771,ROOFTOP
7102 Brindley Cir,43.023669,-89.505774,ROOFTOP
7105 Brindley Cir,43.023165,-89.506035,ROOFTOP
7106 Brindley Cir,43.023668,-89.50606,ROOFTOP
7109 Brindley Cir,43.023171,-89.506303,ROOFTOP
7110 Brindley Cir,43.023669,-89.506344,ROOFTOP
7113 Brindley Cir,43.023173,-89.506568,ROOFTOP
7117 Brindley Cir,43.023175,-89.506837,ROOFTOP
7118 Brindley Cir,43.023671,-89.506888,ROOFTOP
7121 Brindley Cir,43.0231769,-89.507107,ROOFTOP
7122 Brindley Cir,43.023728,-89.507169,ROOFTOP
7125 Brindley Cir,43.023159,-89.5074379,ROOFTOP
7126 Brindley Cir,43.023821,-89.5075559,ROOFTOP
7129 Brindley Cir,43.023237,-89.508008,ROOFTOP
7130 Brindley Cir,43.023613,-89.508025,ROOFTOP
2 Flagstaff Ct,43.0209132,-89.5063073,ROOFTOP
6 Flagstaff Ct,43.021111,-89.506601,ROOFTOP
9 Flagstaff Ct,43.020613,-89.506883,ROOFTOP
13 Flagstaff Ct,43.020659,-89.5071169,ROOFTOP
14 Flagstaff Ct,43.021172,-89.507059,ROOFTOP
17 Flagstaff Ct,43.020701,-89.507339,ROOFTOP
22 Flagstaff Ct,43.021273,-89.507587,ROOFTOP
25 Flagstaff Ct,43.020848,-89.507831,ROOFTOP
7102 Gladstone Dr,43.0244829,-89.505764,ROOFTOP
7105 Gladstone Dr,43.023997,-89.506046,ROOFTOP
7106 Gladstone Dr,43.024482,-89.506041,ROOFTOP
7109 Gladstone Dr,43.023998,-89.506323,ROOFTOP
7110 Gladstone Dr,43.024484,-89.506314,ROOFTOP
7118 Gladstone Dr,43.024505,-89.506885,ROOFTOP
7121 Gladstone Dr,43.024077,-89.507228,ROOFTOP
7130 Gladstone Dr,43.024751,-89.508101,ROOFTOP
7133 Gladstone Dr,43.024087,-89.508048,ROOFTOP
7134 Gladstone Dr,43.024612,-89.508343,ROOFTOP
7141 Gladstone Dr,43.0238889,-89.508564,ROOFTOP
7217 Gladstone Dr,43.023199,-89.509685,ROOFTOP
7218 Gladstone Dr,43.023688,-89.510006,ROOFTOP
7221 Gladstone Dr,43.023197,-89.510012,ROOFTOP
7222 Gladstone Dr,43.023706,-89.510292,ROOFTOP
7225 Gladstone Dr,43.023206,-89.510309,ROOFTOP
7230 Gladstone Dr,43.023724,-89.5108319,ROOFTOP
7234 Gladstone Dr,43.0237229,-89.511109,ROOFTOP
7237 Gladstone Dr,43.023226,-89.511149,ROOFTOP
7301 Gladstone Dr,43.023574,-89.512043,ROOFTOP
7302 Gladstone Dr,43.02378,-89.511422,ROOFTOP
2 Lancaster Ct,43.022792,-89.505763,ROOFTOP
5 Lancaster Ct,43.022298,-89.506047,ROOFTOP
9 Lancaster Ct,43.022315,-89.506296,ROOFTOP
14 Lancaster Ct,43.022823,-89.5065149,ROOFTOP
21 Lancaster Ct,43.022325,-89.507032,ROOFTOP
7401 Lindemann Trl,43.0201179,-89.51295,ROOFTOP
7409 Lindemann Trl,43.020483,-89.513321,ROOFTOP
7410 Lindemann Trl,43.020847,-89.5127739,ROOFTOP
7413 Lindemann Trl,43.020731,-89.5134,ROOFTOP
7102 Lindfield Rd,43.027174,-89.506029,ROOFTOP
7109 Lindfield Rd,43.0265739,-89.506088,ROOFTOP
7113 Lindfield Rd,43.026493,-89.50634,ROOFTOP
7117 Lindfield Rd,43.026407,-89.506599,ROOFTOP
7118 Lindfield Rd,43.026813,-89.507011,ROOFTOP
7121 Lindfield Rd,43.02633,-89.506884,ROOFTOP
7126 Lindfield Rd,43.026769,-89.507273,ROOFTOP
7134 Lindfield Rd,43.026846,-89.507896,ROOFTOP
2202 Muir Field Rd,43.028117,-89.507447,ROOFTOP
2302 Muir Field Rd,43.02748,-89.506537,ROOFTOP
2410 Muir Field Rd,43.026333,-89.505823,ROOFTOP
2602 Muir Field Rd,43.024932,-89.50584,ROOFTOP
2606 Muir Field Rd,43.024733,-89.505842,ROOFTOP
2902 Muir Field Rd,43.02147,-89.505839,ROOFTOP
2910 Muir Field Rd,43.02123,-89.506078,ROOFTOP
2914 Muir Field Rd,43.021092,-89.506227,ROOFTOP
2926 Muir Field Rd,43.0206,-89.506521,ROOFTOP
2942 Muir Field Rd,43.019923,-89.506895,ROOFTOP
3006 Muir Field Rd,43.01962,-89.507695,ROOFTOP
7102 Pagham Dr,43.027835,-89.506908,ROOFTOP
7113 Pagham Dr,43.027138,-89.507081,ROOFTOP
7114 Pagham Dr,43.027646,-89.507379,ROOFTOP
7117 Pagham Dr,43.027095,-89.507413,ROOFTOP
7121 Pagham Dr,43.027102,-89.507819,ROOFTOP
7122 Pagham Dr,43.027781,-89.507748,ROOFTOP
1 Provo Ct,43.017695,-89.5112259,ROOFTOP
2 Provo Ct,43.0179471,-89.5114585,ROOFTOP
5 Provo Ct,43.017772,-89.510995,ROOFTOP
6 Provo Ct,43.0180648,-89.5111784,ROOFTOP
9 Provo Ct,43.017848,-89.510761,ROOFTOP
10 Provo Ct,43.0181929,-89.510819,ROOFTOP
1 Salina Ct,43.019159,-89.512409,ROOFTOP
2 Salina Ct,43.019437,-89.51271,ROOFTOP
6 Salina Ct,43.019337,-89.512974,ROOFTOP
9 Salina Ct,43.01911,-89.51305,ROOFTOP
1 San Antonio Ct,43.017749,-89.510113,ROOFTOP
2 San Antonio Ct,43.017752,-89.510495,ROOFTOP
5 San Antonio Ct,43.017992,-89.5101,ROOFTOP
9 San Antonio Ct,43.018229,-89.510109,ROOFTOP
2505 Scenic Ridge Dr,43.025811,-89.5086929,ROOFTOP
2517 Scenic Ridge Dr,43.025186,-89.508715,ROOFTOP
2518 Scenic Ridge Dr,43.025152,-89.5094249,ROOFTOP
2521 Scenic Ridge Dr,43.024985,-89.508717,ROOFTOP
2522 Scenic Ridge Dr,43.024952,-89.509428,ROOFTOP
2526 Scenic Ridge Dr,43.024741,-89.509432,ROOFTOP
2529 Scenic Ridge Dr,43.024569,-89.508756,ROOFTOP
2530 Scenic Ridge Dr,43.024516,-89.509422,ROOFTOP
2533 Scenic Ridge Dr,43.024384,-89.508635,ROOFTOP
1 Sedona Ct,43.018606,-89.512219,ROOFTOP
5 Sedona Ct,43.018617,-89.512537,ROOFTOP
9 Sedona Ct,43.018622,-89.512837,ROOFTOP
10 Sedona Ct,43.018894,-89.512809,ROOFTOP
14 Sedona Ct,43.018881,-89.513101,ROOFTOP
2 Sonora Ct,43.0184039,-89.512213,ROOFTOP
10 Sonora Ct,43.018417,-89.512844,ROOFTOP
14 Sonora Ct,43.018406,-89.51315,ROOFTOP
2 Star Fire Ct,43.0219359,-89.505777,ROOFTOP
5 Star Fire Ct,43.021478,-89.506102,ROOFTOP
9 Star Fire Ct,43.021491,-89.506333,ROOFTOP
10 Star Fire Ct,43.0219639,-89.506262,ROOFTOP
14 Star Fire Ct,43.021977,-89.506494,ROOFTOP
21 Star Fire Ct,43.021518,-89.507023,ROOFTOP
30 Star Fire Ct,43.02198,-89.507485,ROOFTOP
2706 Tucson Trl,43.02339,-89.512095,ROOFTOP
2710 Tucson Trl,43.023184,-89.512126,ROOFTOP
2801 Tucson Trl,43.022975,-89.511444,ROOFTOP
2802 Tucson Trl,43.022979,-89.51213,ROOFTOP
2805 Tucson Trl,43.022785,-89.511449,ROOFTOP
2806 Tucson Trl,43.02279,-89.512133,ROOFTOP
2810 Tucson Trl,43.022596,-89.51213,ROOFTOP
2814 Tucson Trl,43.022411,-89.512141,ROOFTOP
2818 Tucson Trl,43.022222,-89.512145,ROOFTOP
2821 Tucson Trl,43.02203,-89.511462,ROOFTOP
2826 Tucson Trl,43.0218429,-89.512152,ROOFTOP
2830 Tucson Trl,43.021654,-89.512156,ROOFTOP
2834 Tucson Trl,43.021465,-89.512159,ROOFTOP
2901 Tucson Trl,43.021244,-89.511465,ROOFTOP
2902 Tucson Trl,43.0212689,-89.512163,ROOFTOP
2906 Tucson Trl,43.021061,-89.512156,ROOFTOP
2913 Tucson Trl,43.020612,-89.511625,ROOFTOP
2918 Tucson Trl,43.020681,-89.512395,ROOFTOP
2921 Tucson Trl,43.020281,-89.512001,ROOFTOP
7101 Turnberry Rd,43.025685,-89.505756,ROOFTOP
7105 Turnberry Rd,43.025699,-89.506038,ROOFTOP
7114 Turnberry Rd,43.026034,-89.506737,ROOFTOP
7118 Turnberry Rd,43.025964,-89.506996,ROOFTOP
7122 Turnberry Rd,43.025897,-89.507271,ROOFTOP
7130 Turnberry Rd,43.025664,-89.5080009,ROOFTOP
7142 Turnberry Rd,43.024888,-89.507715,ROOFTOP
2 Verde Ct,43.019001,-89.511745,ROOFTOP
5 Verde Ct,43.018863,-89.511345,ROOFTOP
6 Verde Ct,43.01908,-89.511492,ROOFTOP
1 Wentworth Cir,43.024099,-89.511498,ROOFTOP
2 Wentworth Cir,43.02461,-89.511486,ROOFTOP
5 Wentworth Cir,43.0240889,-89.511193,ROOFTOP
6 Wentworth Cir,43.024606,-89.511203,ROOFTOP
9 Wentworth Cir,43.024087,-89.510904,ROOFTOP
10 Wentworth Cir,43.024602,-89.510937,ROOFTOP
15 Wentworth Cir,43.02408,-89.510609,ROOFTOP
17 Wentworth Cir,43.02404,-89.510279,ROOFTOP
18 Wentworth Cir,43.024605,-89.510381,ROOFTOP
21 Wentworth Cir,43.024091,-89.509891,ROOFTOP
2605 Wentworth Dr,43.024113,-89.512338,ROOFTOP
2614 Wentworth Dr,43.024505,-89.512993,ROOFTOP
2702 Wentworth Dr,43.023793,-89.513292,ROOFTOP
2705 Wentworth Dr,43.023589,-89.512585,ROOFTOP
2706 Wentworth Dr,43.023598,-89.513295,ROOFTOP
2710 Wentworth Dr,43.023399,-89.51329,ROOFTOP
2714 Wentworth Dr,43.023198,-89.513299,ROOFTOP
2801 Wentworth Dr,43.022985,-89.512597,ROOFTOP
2802 Wentworth Dr,43.02299,-89.513302,ROOFTOP
2805 Wentworth Dr,43.022797,-89.5126,ROOFTOP
2806 Wentworth Dr,43.022794,-89.513304,ROOFTOP
2809 Wentworth Dr,43.022607,-89.512603,ROOFTOP
2813 Wentworth Dr,43.022418,-89.512606,ROOFTOP
2814 Wentworth Dr,43.022401,-89.51331,ROOFTOP
2821 Wentworth Dr,43.022039,-89.512613,ROOFTOP
2825 Wentworth Dr,43.02185,-89.512616,ROOFTOP
2901 Wentworth Dr,43.021661,-89.512619,ROOFTOP
2905 Wentworth Dr,43.021471,-89.5126219,ROOFTOP
2909 Wentworth Dr,43.021281,-89.51262,ROOFTOP
2910 Wentworth Dr,43.021201,-89.513323,ROOFTOP
2913 Wentworth Dr,43.02107,-89.512627,ROOFTOP
2 Wichita Ct,43.019737,-89.507153,ROOFTOP
5 Wichita Ct,43.019833,-89.507822,ROOFTOP
6 Wichita Ct,43.019941,-89.507247,ROOFTOP
9 Wichita Ct,43.019993,-89.5079,ROOFTOP
13 Wichita Ct,43.02017,-89.507999,ROOFTOP
14 Wichita Ct,43.020366,-89.5072,ROOFTOP
17 Wichita Ct,43.020442,-89.507817,ROOFTOP
3021 Ashford Ln,43.030674,-89.425338,ROOFTOP
3022 Ashford Ln,43.030834,-89.425993,ROOFTOP
3106 Ashford Ln,43.029743,-89.426569,ROOFTOP
3110 Ashford Ln,43.029497,-89.426696,ROOFTOP
3114 Ashford Ln,43.029255,-89.426822,ROOFTOP
3122 Ashford Ln,43.028873,-89.4271179,ROOFTOP
3134 Ashford Ln,43.028231,-89.4266899,ROOFTOP
3138 Ashford Ln,43.02821,-89.426208,ROOFTOP
3206 Derby Down,43.028182,-89.431064,ROOFTOP
3301 Derby Down,43.027494,-89.429692,ROOFTOP
3302 Derby Down,43.027136,-89.430226,ROOFTOP
3306 Derby Down,43.026917,-89.430044,ROOFTOP
3309 Derby Down,43.027032,-89.4292849,ROOFTOP
3310 Derby Down,43.026707,-89.4298589,ROOFTOP
3318 Derby Down,43.026327,-89.4294,ROOFTOP
6 Essex Ct,43.024315,-89.428034,ROOFTOP
9 Essex Ct,43.024451,-89.427202,ROOFTOP
10 Essex Ct,43.024241,-89.427666,ROOFTOP
3006 Grandview Blvd,43.030672,-89.431358,ROOFTOP
3009 Grandview Blvd,43.030191,-89.430567,ROOFTOP
3110 Grandview Blvd,43.029447,-89.432339,ROOFTOP
3201 Grandview Blvd,43.0277559,-89.431318,ROOFTOP
3210 Grandview Blvd,43.027235,-89.432063,ROOFTOP
3302 Grandview Blvd,43.026518,-89.431462,ROOFTOP
3210 Heatherdell Ln,43.029505,-89.427525,ROOFTOP
3211 Heatherdell Ln,43.028967,-89.427567,ROOFTOP
3218 Heatherdell Ln,43.029354,-89.428248,ROOFTOP
3306 Heatherdell Ln,43.028618,-89.428636,ROOFTOP
3309 Heatherdell Ln,43.028578,-89.427719,ROOFTOP
3318 Heatherdell Ln,43.027927,-89.428065,ROOFTOP
3321 Heatherdell Ln,43.028149,-89.427356,ROOFTOP
2809 Irvington Way,43.026247,-89.425149,ROOFTOP
2817 Irvington Way,43.0257379,-89.425582,ROOFTOP
2821 Irvington Way,43.025543,-89.425855,ROOFTOP
2905 Irvington Way,43.025118,-89.4264199,ROOFTOP
2906 Irvington Way,43.025699,-89.426941,ROOFTOP
3001 Irvington Way,43.024675,-89.428153,ROOFTOP
3006 Irvington Way,43.025048,-89.428652,ROOFTOP
3013 Irvington Way,43.024455,-89.428955,ROOFTOP
3018 Irvington Way,43.024987,-89.429435,ROOFTOP
3042 Irvington Way,43.025456,-89.430863,ROOFTOP
3046 Irvington Way,43.025671,-89.431122,ROOFTOP
3049 Irvington Way,43.025399,-89.4316319,ROOFTOP
3201 Kingston Dr,43.029728,-89.432024,ROOFTOP
3209 Kingston Dr,43.030048,-89.432767,ROOFTOP
3214 Kingston Dr,43.030595,-89.432391,ROOFTOP
3301 Kingston Dr,43.0302099,-89.433138,ROOFTOP
3305 Kingston Dr,43.030371,-89.43351,ROOFTOP
3409 Kingston Dr,43.031376,-89.434644,ROOFTOP
3201 Knollwood Way,43.025864,-89.4307649,ROOFTOP
3206 Knollwood Way,43.026125,-89.431397,ROOFTOP
3218 Knollwood Way,43.02574,-89.432372,ROOFTOP
3221 Knollwood Way,43.025091,-89.432263,ROOFTOP
3229 Knollwood Way,43.024919,-89.432972,ROOFTOP
10 Leyton Cir,43.029717,-89.433307,ROOFTOP
14 Leyton Cir,43.029487,-89.432893,ROOFTOP
3110 Leyton Ln,43.03036,-89.434638,ROOFTOP
3117 Leyton Ln,43.029766,-89.433846,ROOFTOP
3206 Leyton Ln,43.028894,-89.434732,ROOFTOP
3305 Leyton Ln,43.02822,-89.433747,ROOFTOP
3310 Leyton Ln,43.027575,-89.433839,ROOFTOP
3311 Leyton Ln,43.028125,-89.433385,ROOFTOP
3318 Leyton Ln,43.027327,-89.433071,ROOFTOP
2713 McDivitt Rd,43.033085,-89.423986,ROOFTOP
2914 Nottingham Way,43.031366,-89.426717,ROOFTOP
3006 Nottingham Way,43.0313779,-89.427736,ROOFTOP
3009 Nottingham Way,43.030843,-89.428186,ROOFTOP
3013 Nottingham Way,43.030844,-89.428532,ROOFTOP
3101 Nottingham Way,43.030819,-89.428881,ROOFTOP
3102 Nottingham Way,43.03139,-89.42886,ROOFTOP
3106 Nottingham Way,43.031384,-89.429232,ROOFTOP
3301 Nottingham Way,43.031106,-89.432453,ROOFTOP
3309 Nottingham Way,43.031354,-89.433107,ROOFTOP
3401 Nottingham Way,43.031448,-89.433454,ROOFTOP
10 Pelham Ct,43.030236,-89.429925,ROOFTOP
14 Pelham Ct,43.029925,-89.43023,ROOFTOP
18 Pelham Ct,43.029614,-89.430196,ROOFTOP
2905 Pelham Rd,43.029928,-89.426861,ROOFTOP
2909 Pelham Rd,43.029902,-89.42717,ROOFTOP
2916 Pelham Rd,43.03048,-89.427611,ROOFTOP
2920 Pelham Rd,43.0304829,-89.427948,ROOFTOP
3006 Pelham Rd,43.030444,-89.428669,ROOFTOP
3009 Pelham Rd,43.029614,-89.428594,ROOFTOP
3018 Pelham Rd,43.029801,-89.429347,ROOFTOP
3114 Pelham Rd,43.028954,-89.430957,ROOFTOP
2801 Post Rd,43.026507,-89.426141,ROOFTOP
2805 Post Rd,43.026358,-89.426496,ROOFTOP
2918 Post Rd,43.026077,-89.428532,ROOFTOP
3001 Post Rd,43.025452,-89.428466,ROOFTOP
3005 Post Rd,43.025359,-89.428805,ROOFTOP
3021 Post Rd,43.025508,-89.430241,ROOFTOP
3026 Post Rd,43.026283,-89.430145,ROOFTOP
3217 Sandwood Way,43.0263,-89.432639,ROOFTOP
3309 Sandwood Way,43.026459,-89.433707,ROOFTOP
3318 Sandwood Way,43.027332,-89.434301,ROOFTOP
3025 Todd Dr,43.029873,-89.424575,ROOFTOP
3101 Todd Dr,43.029636,-89.424704,ROOFTOP
3102 Todd Dr,43.0296949,-89.425394,ROOFTOP
3106 Todd Dr,43.029471,-89.425509,ROOFTOP
3109 Todd Dr,43.029192,-89.424935,ROOFTOP
3110 Todd Dr,43.029247,-89.425625,ROOFTOP
3310 Westview Ln,43.026916,-89.434914,ROOFTOP
3314 Westview Ln,43.026655,-89.434914,ROOFTOP
3317 Westview Ln,43.026382,-89.4341589,ROOFTOP
3325 Westview Ln,43.026105,-89.434195,ROOFTOP
3341 Westview Ln,43.025687,-89.433748,ROOFTOP
2813 Wimbledon Way,43.027237,-89.426866,ROOFTOP
2909 Wimbledon Way,43.0268159,-89.427756,ROOFTOP
2921 Wimbledon Way,43.026401,-89.4286429,ROOFTOP
3002 Artesian Ln,43.030177,-89.376865,ROOFTOP
3005 Artesian Ln,43.029653,-89.3771299,ROOFTOP
3009 Artesian Ln,43.029568,-89.377369,ROOFTOP
3013 Artesian Ln,43.029171,-89.377025,ROOFTOP
3017 Artesian Ln,43.028979,-89.3772539,ROOFTOP
3019 Artesian Ln,43.0291349,-89.377425,ROOFTOP
3021 Artesian Ln,43.0293015,-89.3775994,ROOFTOP
3023 Artesian Ln,43.029107,-89.377733,ROOFTOP
3029 Artesian Ln,43.028727,-89.377799,ROOFTOP
3030 Artesian Ln,43.029353,-89.378489,ROOFTOP
3037 Artesian Ln,43.028565,-89.378028,ROOFTOP
3042 Artesian Ln,43.029116,-89.379283,ROOFTOP
3043 Artesian Ln,43.028426,-89.378294,ROOFTOP
3046 Artesian Ln,43.028888,-89.379333,ROOFTOP
3059 Artesian Ln,43.028238,-89.378662,ROOFTOP
1 Arther Ct,43.033647,-89.371149,ROOFTOP
2 Arther Ct,43.03425,-89.370979,ROOFTOP
5 Arther Ct,43.033582,-89.370851,ROOFTOP
6 Arther Ct,43.034239,-89.370589,ROOFTOP
2506 Badger Ln,43.037847,-89.374745,ROOFTOP
2606 Badger Ln,43.036705,-89.37476,ROOFTOP
2610 Badger Ln,43.03651,-89.3747659,ROOFTOP
2702 Badger Ln,43.035319,-89.3747719,ROOFTOP
2713 Badger Ln,43.034719,-89.374072,ROOFTOP
2717 Badger Ln,43.034504,-89.374075,ROOFTOP
2805 Badger Ln,43.033642,-89.374482,ROOFTOP
2809 Badger Ln,43.0334239,-89.374628,ROOFTOP
2814 Badger Ln,43.0334549,-89.37547,ROOFTOP
2821 Badger Ln,43.032941,-89.375268,ROOFTOP
2829 Badger Ln,43.03295,-89.375917,ROOFTOP
2833 Badger Ln,43.0329539,-89.376285,ROOFTOP
1 Book Ct,43.032702,-89.371191,ROOFTOP
2 Book Ct,43.033259,-89.371167,ROOFTOP
5 Book Ct,43.032649,-89.370892,ROOFTOP
9 Book Ct,43.032675,-89.370508,ROOFTOP
405 Diving Hawk Trl,43.031325,-89.378551,ROOFTOP
410 Diving Hawk Trl,43.0318169,-89.378278,ROOFTOP
418 Diving Hawk Trl,43.03181,-89.377832,ROOFTOP
501 Diving Hawk Trl,43.031311,-89.377573,ROOFTOP
505 Diving Hawk Trl,43.031307,-89.37733,ROOFTOP
506 Diving Hawk Trl,43.0318029,-89.377369,ROOFTOP
514 Diving Hawk Trl,43.031795,-89.376914,ROOFTOP
522 Diving Hawk Trl,43.03179,-89.37646,ROOFTOP
602 Diving Hawk Trl,43.031785,-89.376236,ROOFTOP
605 Diving Hawk Trl,43.031289,-89.376074,ROOFTOP
606 Diving Hawk Trl,43.031782,-89.376008,ROOFTOP
609 Diving Hawk Trl,43.031264,-89.375834,ROOFTOP
610 Diving Hawk Trl,43.0316988,-89.375645,ROOFTOP
617 Diving Hawk Trl,43.031292,-89.375334,ROOFTOP
706 Diving Hawk Trl,43.031797,-89.374812,ROOFTOP
709 Diving Hawk Trl,43.031312,-89.374573,ROOFTOP
713 Diving Hawk Trl,43.031444,-89.374329,ROOFTOP
717 Diving Hawk Trl,43.031165,-89.374353,ROOFTOP
729 Diving Hawk Trl,43.031516,-89.374009,ROOFTOP
2505 Dunwoody Dr,43.03785,-89.375235,ROOFTOP
2609 Dunwoody Dr,43.03649,-89.375253,ROOFTOP
2610 Dunwoody Dr,43.0364999,-89.375998,ROOFTOP
2617 Dunwoody Dr,43.036086,-89.375259,ROOFTOP
2621 Dunwoody Dr,43.035894,-89.375261,ROOFTOP
2625 Dunwoody Dr,43.035699,-89.375263,ROOFTOP
2706 Dunwoody Dr,43.0351039,-89.375984,ROOFTOP
2709 Dunwoody Dr,43.034883,-89.375279,ROOFTOP
2801 Dunwoody Dr,43.033992,-89.375552,ROOFTOP
2805 Dunwoody Dr,43.033814,-89.375728,ROOFTOP
2806 Dunwoody Dr,43.034113,-89.376353,ROOFTOP
