address,lat,lng,location_type
1714 Grafton Rd,43.074516,-89.285424,ROOFTOP
1726 Grafton Rd,43.073904,-89.285421,ROOFTOP
1805 Grafton Rd,43.073112,-89.2847479,ROOFTOP
1806 Grafton Rd,43.073105,-89.285404,ROOFTOP
1809 Grafton Rd,43.072942,-89.2847479,ROOFTOP
1810 Grafton Rd,43.07294,-89.285402,ROOFTOP
1813 Grafton Rd,43.072772,-89.2847479,ROOFTOP
1814 Grafton Rd,43.072776,-89.28542,ROOFTOP
1817 Grafton Rd,43.072602,-89.2847479,ROOFTOP
1818 Grafton Rd,43.0727572,-89.2850682,RANGE_INTERPOLATED
5617 Irongate Dr,43.070985,-89.283765,ROOFTOP
5618 Irongate Dr,43.071472,-89.283788,ROOFTOP
5625 Irongate Dr,43.070982,-89.283261,ROOFTOP
5626 Irongate Dr,43.071487,-89.283291,ROOFTOP
5630 Irongate Dr,43.071496,-89.283041,ROOFTOP
5633 Irongate Dr,43.070995,-89.282756,ROOFTOP
5634 Irongate Dr,43.071503,-89.2827889,ROOFTOP
5638 Irongate Dr,43.071499,-89.282532,ROOFTOP
5642 Irongate Dr,43.071521,-89.28227,ROOFTOP
5510 Kalas St,43.080241,-89.285577,ROOFTOP
5513 Kalas St,43.079589,-89.285607,ROOFTOP
5514 Kalas St,43.080004,-89.285276,ROOFTOP
5606 Kalas St,43.079598,-89.284327,ROOFTOP
5609 Kalas St,43.079137,-89.284854,ROOFTOP
5610 Kalas St,43.079286,-89.284206,ROOFTOP
5618 Kalas St,43.078767,-89.284057,ROOFTOP
6 Oxbow Ct,43.065591,-89.282397,ROOFTOP
5702 Oxbow Bnd,43.069012,-89.281085,ROOFTOP
5705 Oxbow Bnd,43.0685,-89.280905,ROOFTOP
5706 Oxbow Bnd,43.068982,-89.280797,ROOFTOP
5709 Oxbow Bnd,43.068478,-89.28066,ROOFTOP
5710 Oxbow Bnd,43.068984,-89.28054,ROOFTOP
5713 Oxbow Bnd,43.068454,-89.280412,ROOFTOP
5737 Oxbow Bnd,43.0681335,-89.2799528,ROOFTOP
5802 Oxbow Bnd,43.067932,-89.279222,ROOFTOP
5817 Oxbow Bnd,43.0671589,-89.2796748,ROOFTOP
5821 Oxbow Bnd,43.0669358,-89.2796069,ROOFTOP
5826 Oxbow Bnd,43.066812,-89.278827,ROOFTOP
5833 Oxbow Bnd,43.0666792,-89.2796014,ROOFTOP
5838 Oxbow Bnd,43.066193,-89.279274,ROOFTOP
5845 Oxbow Bnd,43.066585,-89.279966,ROOFTOP
5854 Oxbow Bnd,43.065997,-89.280372,ROOFTOP
5858 Oxbow Bnd,43.065948,-89.280626,ROOFTOP
5862 Oxbow Bnd,43.0658839,-89.280893,ROOFTOP
2 Pelican Cir,43.07219,-89.285247,ROOFTOP
23 Pelican Cir,43.071917,-89.286107,ROOFTOP
28 Pelican Cir,43.0716589,-89.2853109,ROOFTOP
31 Pelican Cir,43.071522,-89.286041,ROOFTOP
32 Pelican Cir,43.071494,-89.285511,ROOFTOP
5 Ranch House Ln,43.069329,-89.280839,ROOFTOP
6 Ranch House Ln,43.069835,-89.280948,ROOFTOP
9 Ranch House Ln,43.069331,-89.280564,ROOFTOP
14 Ranch House Ln,43.069866,-89.280353,ROOFTOP
17 Ranch House Ln,43.069372,-89.279758,ROOFTOP
1 Rustic Ridge Ct,43.071776,-89.28174,ROOFTOP
2 Rustic Ridge Ct,43.072235,-89.281854,ROOFTOP
6 Rustic Ridge Ct,43.0723119,-89.281606,ROOFTOP
13 Rustic Ridge Ct,43.072009,-89.280833,ROOFTOP
17 Rustic Ridge Ct,43.072166,-89.280613,ROOFTOP
22 Rustic Ridge Ct,43.072454,-89.281443,ROOFTOP
25 Rustic Ridge Ct,43.072659,-89.280695,ROOFTOP
26 Rustic Ridge Ct,43.072759,-89.281588,ROOFTOP
29 Rustic Ridge Ct,43.072907,-89.2808359,ROOFTOP
10 Rustic Woods Ct,43.070681,-89.281081,ROOFTOP
13 Rustic Woods Ct,43.070166,-89.280932,ROOFTOP
14 Rustic Woods Ct,43.070686,-89.280823,ROOFTOP
17 Rustic Woods Ct,43.07018,-89.280676,ROOFTOP
21 Rustic Woods Ct,43.070147,-89.280374,ROOFTOP
5606 Rustic Woods Dr,43.070623,-89.283802,ROOFTOP
5610 Rustic Woods Dr,43.07063,-89.283542,ROOFTOP
5626 Rustic Woods Dr,43.070658,-89.282492,ROOFTOP
5605 Sandpiper Ln,43.071924,-89.285038,ROOFTOP
5609 Sandpiper Ln,43.0718,-89.284846,ROOFTOP
5613 Sandpiper Ln,43.071785,-89.284575,ROOFTOP
5618 Sandpiper Ln,43.07224,-89.2843369,ROOFTOP
5621 Sandpiper Ln,43.071782,-89.284085,ROOFTOP
5622 Sandpiper Ln,43.0720342,-89.2842539,RANGE_INTERPOLATED
5625 Sandpiper Ln,43.0717799,-89.283838,ROOFTOP
5629 Sandpiper Ln,43.0718,-89.283608,ROOFTOP
5638 Sandpiper Ln,43.072286,-89.282973,ROOFTOP
5641 Sandpiper Ln,43.071823,-89.282901,ROOFTOP
5645 Sandpiper Ln,43.071823,-89.282662,ROOFTOP
1 Tern Cir,43.0722219,-89.283526,ROOFTOP
5 Tern Cir,43.072415,-89.2835379,ROOFTOP
10 Tern Cir,43.072667,-89.284314,ROOFTOP
18 Tern Cir,43.072976,-89.283969,ROOFTOP
1310 S Thompson Dr,43.079411,-89.283764,ROOFTOP
1314 S Thompson Dr,43.079173,-89.283685,ROOFTOP
1322 S Thompson Dr,43.078729,-89.28355,ROOFTOP
1326 S Thompson Dr,43.078488,-89.283468,ROOFTOP
1610 S Thompson Dr,43.076004,-89.283316,ROOFTOP
1614 S Thompson Dr,43.075812,-89.283322,ROOFTOP
1618 S Thompson Dr,43.075596,-89.283313,ROOFTOP
1806 S Thompson Dr,43.073037,-89.283121,ROOFTOP
1813 S Thompson Dr,43.072697,-89.282028,ROOFTOP
1814 S Thompson Dr,43.072693,-89.2829469,ROOFTOP
1822 S Thompson Dr,43.072401,-89.282656,ROOFTOP
1902 S Thompson Dr,43.071795,-89.282348,ROOFTOP
2130 S Thompson Dr,43.067512,-89.282723,ROOFTOP
2201 Wagon Trl,43.066862,-89.28248,ROOFTOP
1 Woodglen Ct,43.069633,-89.283818,ROOFTOP
2 Woodglen Ct,43.069221,-89.284335,ROOFTOP
10 Woodglen Ct,43.069736,-89.2844889,ROOFTOP
5518 Woodglen Trl,43.068935,-89.284929,ROOFTOP
5610 Woodglen Trl,43.069744,-89.2835489,ROOFTOP
5613 Woodglen Trl,43.069283,-89.283184,ROOFTOP
5614 Woodglen Trl,43.069783,-89.283271,ROOFTOP
4410 American Ash Dr,43.142884,-89.3915449,ROOFTOP
4501 American Ash Dr,43.143231,-89.390827,ROOFTOP
4502 American Ash Dr,43.143323,-89.391464,ROOFTOP
4506 American Ash Dr,43.14351,-89.3914209,ROOFTOP
4509 American Ash Dr,43.143623,-89.3907119,ROOFTOP
4605 American Ash Dr,43.144461,-89.390494,ROOFTOP
4609 American Ash Dr,43.1446309,-89.390637,ROOFTOP
4617 American Ash Dr,43.144855,-89.391187,ROOFTOP
4618 American Ash Dr,43.144495,-89.391665,ROOFTOP
4706 American Ash Dr,43.145083,-89.392067,ROOFTOP
4710 American Ash Dr,43.1453283,-89.3921398,ROOFTOP
4714 American Ash Dr,43.145547,-89.392059,ROOFTOP
4113 Barby Ln,43.137901,-89.3801639,ROOFTOP
4125 Barby Ln,43.13844,-89.38015,ROOFTOP
4138 Barby Ln,43.138906,-89.381243,ROOFTOP
4229 Barby Ln,43.140822,-89.380215,ROOFTOP
805 Barnett St,43.1393259,-89.383943,ROOFTOP
4205 Barnett St,43.140084,-89.384016,ROOFTOP
4206 Barnett St,43.139978,-89.384813,ROOFTOP
4210 Barnett St,43.140192,-89.3848189,ROOFTOP
4217 Barnett St,43.140674,-89.38399,ROOFTOP
5 Cordelia Cres,43.141612,-89.388444,ROOFTOP
15 Cordelia Cres,43.141622,-89.388893,ROOFTOP
19 Cordelia Cres,43.141637,-89.38915,ROOFTOP
23 Cordelia Cres,43.141573,-89.389398,ROOFTOP
24 Cordelia Cres,43.1412736,-89.388834,ROOFTOP
27 Cordelia Cres,43.141408,-89.389571,ROOFTOP
28 Cordelia Cres,43.1413748,-89.3888321,RANGE_INTERPOLATED
31 Cordelia Cres,43.141263,-89.389686,ROOFTOP
32 Cordelia Cres,43.141038,-89.388844,ROOFTOP
35 Cordelia Cres,43.141124,-89.389776,ROOFTOP
36 Cordelia Cres,43.1413289,-89.3892263,RANGE_INTERPOLATED
530 Dapin Rd,43.14249,-89.388979,ROOFTOP
533 Dapin Rd,43.141948,-89.388724,ROOFTOP
537 Dapin Rd,43.141942,-89.388445,ROOFTOP
538 Dapin Rd,43.14247,-89.388417,ROOFTOP
309 Debs Rd,43.144939,-89.394778,ROOFTOP
313 Debs Rd,43.144929,-89.393942,ROOFTOP
405 Debs Rd,43.144925,-89.392847,ROOFTOP
410 Debs Rd,43.145482,-89.392503,ROOFTOP
1405 Drewry Ln,43.13573,-89.3721039,ROOFTOP
1417 Drewry Ln,43.1357209,-89.371666,ROOFTOP
1516 Drewry Ln,43.136406,-89.37016,ROOFTOP
1525 Drewry Ln,43.135716,-89.369376,ROOFTOP
1526 Drewry Ln,43.1362499,-89.369285,ROOFTOP
1529 Drewry Ln,43.135709,-89.369105,ROOFTOP
4 East Ln,43.138,-89.369253,ROOFTOP
4200 Esch Ln,43.138377,-89.372779,ROOFTOP
4201 Esch Ln,43.138697,-89.372171,ROOFTOP
4209 Esch Ln,43.138982,-89.371989,ROOFTOP
4210 Esch Ln,43.1391149,-89.372837,ROOFTOP
4213 Esch Ln,43.139207,-89.371972,ROOFTOP
4214 Esch Ln,43.13935,-89.372829,ROOFTOP
4217 Esch Ln,43.139421,-89.371976,ROOFTOP
4218 Esch Ln,43.139578,-89.372822,ROOFTOP
4230 Esch Ln,43.14025,-89.3728,ROOFTOP
4301 Esch Ln,43.140561,-89.372137,ROOFTOP
1 Gale Ct,43.133818,-89.366729,ROOFTOP
9 Gale Ct,43.1340999,-89.367486,ROOFTOP
3 Gina Ct,43.134063,-89.365487,ROOFTOP
1114 Graedel Ct,43.14045,-89.3769499,ROOFTOP
1639 Haas St,43.135567,-89.36534,ROOFTOP
1640 Haas St,43.135996,-89.3651579,ROOFTOP
1651 Haas St,43.135562,-89.364473,ROOFTOP
1652 Haas St,43.136047,-89.364445,ROOFTOP
3814 Hanover St,43.135126,-89.3685239,ROOFTOP
3909 Hanover St,43.135789,-89.367356,ROOFTOP
3910 Hanover St,43.135838,-89.368615,ROOFTOP
3913 Hanover St,43.1360219,-89.367346,ROOFTOP
4002 Hanover St,43.136239,-89.368461,ROOFTOP
4010 Hanover St,43.1367199,-89.3688559,ROOFTOP
4014 Hanover St,43.136927,-89.368511,ROOFTOP
4110 Hanover St,43.137811,-89.368399,ROOFTOP
4113 Hanover St,43.138067,-89.367769,ROOFTOP
4209 Hanover St,43.139337,-89.367639,ROOFTOP
4214 Hanover St,43.13949,-89.368483,ROOFTOP
601 Havey Rd,43.140815,-89.387815,ROOFTOP
609 Havey Rd,43.1408119,-89.387295,ROOFTOP
613 Havey Rd,43.140811,-89.387036,ROOFTOP
621 Havey Rd,43.140807,-89.386519,ROOFTOP
625 Havey Rd,43.140805,-89.386261,ROOFTOP
629 Havey Rd,43.140803,-89.386002,ROOFTOP
705 Havey Rd,43.1407979,-89.385226,ROOFTOP
901 Havey Rd,43.140838,-89.382617,ROOFTOP
905 Havey Rd,43.140734,-89.382257,ROOFTOP
921 Havey Rd,43.140719,-89.381471,ROOFTOP
1009 Havey Rd,43.1407049,-89.379782,ROOFTOP
1109 Havey Rd,43.140778,-89.377262,ROOFTOP
1121 Havey Rd,43.14108,-89.376086,ROOFTOP
1129 Havey Rd,43.141427,-89.375691,ROOFTOP
1217 Iowa Dr,43.14117,-89.374708,ROOFTOP
1225 Iowa Dr,43.141162,-89.374104,ROOFTOP
1401 Iowa Dr,43.141132,-89.372138,ROOFTOP
1405 Iowa Dr,43.141122,-89.371906,ROOFTOP
1413 Iowa Dr,43.141114,-89.37142,ROOFTOP
1421 Iowa Dr,43.141107,-89.370932,ROOFTOP
1509 Iowa Dr,43.141093,-89.369941,ROOFTOP
4202 Kennedy Rd,43.14036,-89.388481,ROOFTOP
4206 Kennedy Rd,43.140471,-89.388436,ROOFTOP
4210 Kennedy Rd,43.140795,-89.388351,ROOFTOP
4212 Kennedy Rd,43.1408555,-89.388362,ROOFTOP
4214 Kennedy Rd,43.1409097,-89.38836,ROOFTOP
4216 Kennedy Rd,43.1409818,-89.388358,ROOFTOP
4218 Kennedy Rd,43.141077,-89.388347,ROOFTOP
4220 Kennedy Rd,43.141148,-89.388341,ROOFTOP
4222 Kennedy Rd,43.1411965,-89.388343,ROOFTOP
4224 Kennedy Rd,43.141261,-89.388341,ROOFTOP
4302 Kennedy Rd,43.141611,-89.388211,ROOFTOP
4316 Kennedy Rd,43.141939,-89.388174,ROOFTOP
4402 Kennedy Rd,43.142461,-89.388137,ROOFTOP
4618 Kennedy Rd,43.144947,-89.388121,ROOFTOP
4706 Kennedy Rd,43.14549,-89.388098,ROOFTOP
4710 Kennedy Rd,43.145671,-89.38809,ROOFTOP
4233 Kenwood St,43.14012,-89.3703589,ROOFTOP
4301 Kenwood St,43.14035,-89.370351,ROOFTOP
4310 Kenwood St,43.140761,-89.37107,ROOFTOP
1311 Lake View Ave,43.137152,-89.372832,ROOFTOP
1513 Lake View Ave,43.136953,-89.370018,ROOFTOP
1538 Lake View Ave,43.137574,-89.368802,ROOFTOP
1602 Lake View Ave,43.13753,-89.367791,ROOFTOP
1613 Lake View Ave,43.137014,-89.367167,ROOFTOP
1614 Lake View Ave,43.137774,-89.367114,ROOFTOP
1644 Lake View Ave,43.137733,-89.364648,ROOFTOP
1646 Lake View Ave,43.137528,-89.3643,ROOFTOP
1401 Longview St,43.138104,-89.372162,ROOFTOP
1405 Longview St,43.138094,-89.371792,ROOFTOP
1501 Longview St,43.138422,-89.370487,ROOFTOP
1502 Longview St,43.139005,-89.370491,ROOFTOP
1505 Longview St,43.138425,-89.370147,ROOFTOP
1510 Longview St,43.138996,-89.369897,ROOFTOP
1513 Longview St,43.13841,-89.369532,ROOFTOP
1522 Longview St,43.138983,-89.369052,ROOFTOP
4002 Mandrake Rd,43.1369789,-89.378484,ROOFTOP
4101 Mandrake Rd,43.137345,-89.377843,ROOFTOP
4102 Mandrake Rd,43.137537,-89.378477,ROOFTOP
4121 Mandrake Rd,43.138216,-89.377815,ROOFTOP
4125 Mandrake Rd,43.13842,-89.377808,ROOFTOP
4129 Mandrake Rd,43.138674,-89.377791,ROOFTOP
4137 Mandrake Rd,43.139005,-89.377789,ROOFTOP
4213 Mandrake Rd,43.139753,-89.3776369,ROOFTOP
4214 Mandrake Rd,43.139731,-89.378747,ROOFTOP
4217 Mandrake Rd,43.140022,-89.377565,ROOFTOP
4229 Mandrake Rd,43.140462,-89.377684,ROOFTOP
1414 Mayfield Ln,43.140547,-89.371249,ROOFTOP
1418 Mayfield Ln,43.140544,-89.370974,ROOFTOP
1505 Mayfield Ln,43.139413,-89.37016,ROOFTOP
1517 Mayfield Ln,43.1394,-89.369317,ROOFTOP
1518 Mayfield Ln,43.139975,-89.369397,ROOFTOP
1526 Mayfield Ln,43.140339,-89.3687209,ROOFTOP
1602 Mayfield Ln,43.140414,-89.367723,ROOFTOP
1605 Mayfield Ln,43.139742,-89.367347,ROOFTOP
1613 Mayfield Ln,43.1399479,-89.366835,ROOFTOP
1629 Mayfield Ln,43.139935,-89.36568,ROOFTOP
1638 Mayfield Ln,43.14061,-89.365094,ROOFTOP
1645 Mayfield Ln,43.139915,-89.3645559,ROOFTOP
1646 Mayfield Ln,43.1406009,-89.364531,ROOFTOP
1649 Mayfield Ln,43.1399169,-89.364262,ROOFTOP
1653 Mayfield Ln,43.139905,-89.363991,ROOFTOP
1654 Mayfield Ln,43.140593,-89.363972,ROOFTOP
1657 Mayfield Ln,43.1399,-89.36371,ROOFTOP
1662 Mayfield Ln,43.140585,-89.363404,ROOFTOP
726 Northport Dr,43.139214,-89.384477,ROOFTOP
810 Northport Dr,43.138589,-89.383617,ROOFTOP
906 Northport Dr,43.138445,-89.382504,ROOFTOP
930 Northport Dr,43.137766,-89.381138,ROOFTOP
1018 Northport Dr,43.1376009,-89.379488,ROOFTOP
6 Norway Maple Cir,43.145175,-89.390897,ROOFTOP
9 Norway Maple Cir,43.144929,-89.390002,ROOFTOP
14 Norway Maple Cir,43.144891,-89.390378,ROOFTOP
1602 Randy Ln,43.13525,-89.367926,ROOFTOP
1606 Randy Ln,43.135246,-89.367627,ROOFTOP
1610 Randy Ln,43.135242,-89.367327,ROOFTOP
1621 Randy Ln,43.134664,-89.366533,ROOFTOP
1630 Randy Ln,43.13516,-89.3657039,ROOFTOP
1633 Randy Ln,43.134517,-89.365571,ROOFTOP
1638 Randy Ln,43.134913,-89.364989,ROOFTOP
4147 School Rd,43.139214,-89.382346,ROOFTOP
4218 School Rd,43.140495,-89.383396,ROOFTOP
4226 School Rd,43.1408569,-89.3833949,ROOFTOP
4010 N Sherman Ave,43.136546,-89.363971,ROOFTOP
4018 N Sherman Ave,43.137003,-89.363653,ROOFTOP
4106 N Sherman Ave,43.137622,-89.36374,ROOFTOP
4122 N Sherman Ave,43.138652,-89.363693,ROOFTOP
1641 Sunfield St,43.138561,-89.36501,ROOFTOP
1642 Sunfield St,43.1394,-89.364858,ROOFTOP
1649 Sunfield St,43.138554,-89.36447,ROOFTOP
1653 Sunfield St,43.138755,-89.364189,ROOFTOP
1657 Sunfield St,43.138867,-89.363674,ROOFTOP
1658 Sunfield St,43.13938,-89.363729,ROOFTOP
1662 Sunfield St,43.139375,-89.363448,ROOFTOP
3 Susan Cir,43.13486,-89.364228,ROOFTOP
5 Susan Cir,43.135242,-89.364282,ROOFTOP
3701 Susan Ln,43.133798,-89.364356,ROOFTOP
3705 Susan Ln,43.13405,-89.364346,ROOFTOP
3706 Susan Ln,43.134033,-89.365084,ROOFTOP
5 Weeping Birch Cir,43.145469,-89.388569,ROOFTOP
13 Weeping Birch Cir,43.145,-89.388544,ROOFTOP
513 Wheeler Rd,43.145468,-89.3906839,ROOFTOP
521 Wheeler Rd,43.145478,-89.389904,ROOFTOP
525 Wheeler Rd,43.145511,-89.38965,ROOFTOP
4429 White Aspen Rd,43.1431266,-89.3919976,ROOFTOP
4501 White Aspen Rd,43.143348,-89.391899,ROOFTOP
4513 White Aspen Rd,43.143894,-89.391842,ROOFTOP
4517 White Aspen Rd,43.144072,-89.391824,ROOFTOP
3910 Zeno St,43.1360158,-89.3657174,ROOFTOP
4005 Zeno St,43.136403,-89.365142,ROOFTOP
4013 Zeno St,43.1368099,-89.365129,ROOFTOP
4017 Zeno St,43.137043,-89.365105,ROOFTOP
4018 Zeno St,43.137058,-89.3658389,ROOFTOP
4525 Boynton Pl,43.099475,-89.3041159,ROOFTOP
4538 Boynton Pl,43.100011,-89.303167,ROOFTOP
4601 Boynton Pl,43.099495,-89.30287,ROOFTOP
4602 Boynton Pl,43.100007,-89.302859,ROOFTOP
4605 Boynton Pl,43.099244,-89.302657,ROOFTOP
4609 Boynton Pl,43.099475,-89.302362,ROOFTOP
4610 Boynton Pl,43.100003,-89.302237,ROOFTOP
4613 Boynton Pl,43.099545,-89.301978,ROOFTOP
4614 Boynton Pl,43.100002,-89.3019149,ROOFTOP
1 Daffodil Ln,43.099198,-89.296852,ROOFTOP
17 Daffodil Ln,43.100529,-89.296739,ROOFTOP
22 Daffodil Ln,43.100584,-89.297642,ROOFTOP
101 Daffodil Ln,43.101208,-89.297181,ROOFTOP
109 Daffodil Ln,43.101447,-89.297228,ROOFTOP
110 Daffodil Ln,43.1013329,-89.297927,ROOFTOP
117 Daffodil Ln,43.101687,-89.297206,ROOFTOP
118 Daffodil Ln,43.1017579,-89.297933,ROOFTOP
6 Della Ct,43.104142,-89.305066,ROOFTOP
10 Della Ct,43.104317,-89.305374,ROOFTOP
4530 Easley Ln,43.1018,-89.303754,ROOFTOP
4534 Easley Ln,43.101799,-89.3034459,ROOFTOP
4537 Easley Ln,43.101279,-89.303146,ROOFTOP
4606 Easley Ln,43.101797,-89.3025229,ROOFTOP
6 Esther Ct,43.103503,-89.306029,ROOFTOP
9 Esther Ct,43.103998,-89.305487,ROOFTOP
14 Esther Ct,43.103932,-89.306291,ROOFTOP
2 Gem Ct,43.100957,-89.296187,ROOFTOP
6 Gem Ct,43.100741,-89.296224,ROOFTOP
9 Gem Ct,43.100572,-89.295325,ROOFTOP
4505 Hamlet Cir,43.1002859,-89.30614,ROOFTOP
4506 Hamlet Cir,43.100919,-89.305718,ROOFTOP
4509 Hamlet Cir,43.100294,-89.305707,ROOFTOP
4510 Hamlet Cir,43.101042,-89.305409,ROOFTOP
4514 Hamlet Cir,43.100854,-89.305017,ROOFTOP
4526 Hamlet Pl,43.100923,-89.304063,ROOFTOP
4530 Hamlet Pl,43.100922,-89.303761,ROOFTOP
4602 Hamlet Pl,43.100921,-89.302842,ROOFTOP
4605 Hamlet Pl,43.100389,-89.302538,ROOFTOP
4606 Hamlet Pl,43.1007073,-89.3026105,ROOFTOP
4613 Hamlet Pl,43.100386,-89.30191,ROOFTOP
4709 Hamlet Pl,43.100445,-89.3007219,ROOFTOP
4802 Hamlet Pl,43.100963,-89.300046,ROOFTOP
4806 Hamlet Pl,43.1009699,-89.299676,ROOFTOP
4810 Hamlet Pl,43.100977,-89.299341,ROOFTOP
4901 Hamlet Pl,43.100423,-89.298711,ROOFTOP
9 Levine Ct,43.101693,-89.305874,ROOFTOP
4501 McCann Rd,43.102682,-89.305582,ROOFTOP
4510 McCann Rd,43.102733,-89.306263,ROOFTOP
4518 McCann Rd,43.103238,-89.306211,ROOFTOP
4529 McCann Rd,43.103175,-89.305169,ROOFTOP
4541 McCann Rd,43.103577,-89.304551,ROOFTOP
109 Milo Ln,43.101265,-89.304366,ROOFTOP
110 Milo Ln,43.101281,-89.30501,ROOFTOP
4602 Milwaukee St,43.099055,-89.302898,ROOFTOP
4614 Milwaukee St,43.0990915,-89.3022309,ROOFTOP
4618 Milwaukee St,43.099101,-89.301923,ROOFTOP
4802 Milwaukee St,43.099185,-89.299685,ROOFTOP
4822 Milwaukee St,43.099161,-89.298655,ROOFTOP
5010 Milwaukee St,43.099213,-89.29629,ROOFTOP
5 Opal Ct,43.100505,-89.293992,ROOFTOP
6 Opal Ct,43.100617,-89.294926,ROOFTOP
10 Opal Ct,43.100418,-89.294781,ROOFTOP
5002 Piccadilly Dr,43.102237,-89.297711,ROOFTOP
5017 Piccadilly Dr,43.101688,-89.296584,ROOFTOP
5021 Piccadilly Dr,43.101692,-89.296278,ROOFTOP
5029 Piccadilly Dr,43.101705,-89.295678,ROOFTOP
5030 Piccadilly Dr,43.1022279,-89.295621,ROOFTOP
5041 Piccadilly Dr,43.101722,-89.294789,ROOFTOP
5046 Piccadilly Dr,43.102255,-89.294427,ROOFTOP
5054 Piccadilly Dr,43.102252,-89.293825,ROOFTOP
5102 Piccadilly Dr,43.102219,-89.293554,ROOFTOP
5114 Piccadilly Dr,43.101946,-89.292751,ROOFTOP
5117 Piccadilly Dr,43.101328,-89.292824,ROOFTOP
4517 Stein Ave,43.102428,-89.304623,ROOFTOP
4518 Stein Ave,43.102794,-89.3050729,ROOFTOP
4529 Stein Ave,43.102823,-89.304014,ROOFTOP
4533 Stein Ave,43.102956,-89.303809,ROOFTOP
3 Swanton Rd,43.099219,-89.301196,ROOFTOP
5 Swanton Rd,43.099392,-89.30118,ROOFTOP
9 Swanton Rd,43.09958,-89.30119,ROOFTOP
10 Swanton Rd,43.099367,-89.301976,ROOFTOP
105 Swanton Rd,43.101065,-89.3011779,ROOFTOP
113 Swanton Rd,43.101511,-89.301187,ROOFTOP
117 Swanton Rd,43.101732,-89.301185,ROOFTOP
121 Swanton Rd,43.1019549,-89.30117,ROOFTOP
5005 Trafalger Pl,43.100841,-89.2967929,ROOFTOP
5009 Trafalger Pl,43.100892,-89.296565,ROOFTOP
5010 Trafalger Pl,43.101376,-89.296559,ROOFTOP
5025 Trafalger Pl,43.100912,-89.295547,ROOFTOP
5026 Trafalger Pl,43.101401,-89.295357,ROOFTOP
5030 Trafalger Pl,43.101399,-89.295041,ROOFTOP
5034 Trafalger Pl,43.101412,-89.294753,ROOFTOP
5038 Trafalger Pl,43.101422,-89.294442,ROOFTOP
5101 Trafalger Pl,43.100886,-89.294184,ROOFTOP
5106 Trafalger Pl,43.101312,-89.293837,ROOFTOP
5110 Trafalger Pl,43.101214,-89.293571,ROOFTOP
5113 Trafalger Pl,43.100653,-89.293629,ROOFTOP
5114 Trafalger Pl,43.101118,-89.293297,ROOFTOP
5118 Trafalger Pl,43.101024,-89.293026,ROOFTOP
102 Violet Cir,43.100873,-89.300721,ROOFTOP
106 Violet Cir,43.101104,-89.300702,ROOFTOP
109 Violet Cir,43.101277,-89.299866,ROOFTOP
110 Violet Cir,43.101332,-89.300713,ROOFTOP
118 Violet Cir,43.101832,-89.300721,ROOFTOP
121 Violet Cir,43.101844,-89.299714,ROOFTOP
122 Violet Cir,43.102012,-89.3004459,ROOFTOP
125 Violet Cir,43.102067,-89.299924,ROOFTOP
4816 Violet Ln,43.100177,-89.299975,ROOFTOP
4840 Violet Ln,43.100039,-89.29964,ROOFTOP
4841 Violet Ln,43.099544,-89.299633,ROOFTOP
4848 Violet Ln,43.10006,-89.2992979,ROOFTOP
4856 Violet Ln,43.1000609,-89.298989,ROOFTOP
4857 Violet Ln,43.099527,-89.298913,ROOFTOP
4902 Violet Ln,43.10007,-89.298497,ROOFTOP
4906 Violet Ln,43.100074,-89.298252,ROOFTOP
4909 Violet Ln,43.099541,-89.298153,ROOFTOP
4910 Violet Ln,43.100079,-89.298008,ROOFTOP
4913 Violet Ln,43.099545,-89.2979,ROOFTOP
4914 Violet Ln,43.1000919,-89.297768,ROOFTOP
5013 Violet Ln,43.099588,-89.29601,ROOFTOP
5014 Violet Ln,43.100097,-89.296012,ROOFTOP
5017 Violet Ln,43.099592,-89.295706,ROOFTOP
5018 Violet Ln,43.100101,-89.295723,ROOFTOP
5022 Violet Ln,43.100097,-89.295419,ROOFTOP
5034 Violet Ln,43.100117,-89.294577,ROOFTOP
5105 Violet Ln,43.099603,-89.294175,ROOFTOP
5109 Violet Ln,43.099616,-89.293884,ROOFTOP
5113 Violet Ln,43.0996189,-89.29358,ROOFTOP
5117 Violet Ln,43.099623,-89.293275,ROOFTOP
4901 Beehner Cir,43.096928,-89.298047,ROOFTOP
4909 Beehner Cir,43.096889,-89.297657,ROOFTOP
4914 Beehner Cir,43.097437,-89.297478,ROOFTOP
4921 Beehner Cir,43.096971,-89.29671,ROOFTOP
1 Bromley Cir,43.084717,-89.2954759,ROOFTOP
14 Bromley Cir,43.085097,-89.294783,ROOFTOP
5302 Brookshire Ln,43.095712,-89.290647,ROOFTOP
5310 Brookshire Ln,43.095784,-89.290017,ROOFTOP
5318 Brookshire Ln,43.095789,-89.28944,ROOFTOP
5401 Brookshire Ln,43.095309,-89.289158,ROOFTOP
5402 Brookshire Ln,43.095806,-89.289169,ROOFTOP
5413 Brookshire Ln,43.095411,-89.288258,ROOFTOP
2 Cavendish Ct,43.0972719,-89.2909339,ROOFTOP
10 Cavendish Ct,43.097648,-89.29131,ROOFTOP
13 Cavendish Ct,43.098024,-89.290876,ROOFTOP
2 Coach House Dr,43.09764,-89.292423,ROOFTOP
117 Coach House Dr,43.096138,-89.291763,ROOFTOP
129 Coach House Dr,43.095501,-89.291798,ROOFTOP
217 Coach House Dr,43.094431,-89.291831,ROOFTOP
